<number of tasks>
53
<number of stations>
5
<type of the robots>
4
<limit of the robots>
1 2.55
2 4.54
3 9.97
4 9.98
<task times>
1 204 123 76 49
2 247 106 34 42
3 251 81 78 63
4 342 70 46 48
5 377 198 63 103
6 271 81 74 112
7 232 147 82 90
8 322 84 99 75
9 507 106 104 91
10 452 59 43 97
11 255 125 56 57
12 255 81 45 51
13 220 108 120 101
14 181 68 48 37
15 365 128 51 60
16 220 90 68 57
17 224 68 99 118
18 251 81 37 35
19 236 44 35 40
20 585 174 54 79
21 334 73 63 54
22 189 75 41 45
23 259 90 84 147
24 342 57 40 50
25 409 73 55 71
26 499 205 74 66
27 236 53 54 44
28 448 99 55 60
29 397 81 96 36
30 361 66 74 57
31 251 66 46 67
32 530 75 94 56
33 189 90 28 34
34 558 92 155 59
35 299 75 88 118
36 200 84 65 52
37 354 103 63 63
38 601 70 70 87
39 515 73 64 68
40 208 64 87 108
41 259 101 58 53
42 322 207 117 67
43 240 79 123 99
44 212 79 63 72
45 570 106 66 48
46 334 73 68 40
47 507 79 98 54
48 287 64 72 51
49 200 62 57 64
50 181 55 49 80
51 169 53 51 49
52 546 169 44 52
53 302 101 130 71
<precedence relations>
1,2
1,3
1,4
1,5
1,6
1,7
2,36
3,36
4,9
5,9
6,9
7,9
8,9
9,10
10,11
11,12
12,13
12,14
12,15
13,16
13,17
13,18
14,22
15,16
15,17
16,29
16,30
16,31
17,19
18,42
19,20
19,21
19,22
20,23
21,24
22,25
23,36
24,36
25,26
26,27
27,28
28,29
28,30
28,31
28,32
28,33
28,34
29,35
30,35
31,35
32,35
33,35
34,35
35,36
36,37
37,38
37,39
37,40
38,41
39,41
40,41
41,42
42,43
42,44
42,45
42,46
42,47
43,48
44,49
45,51
45,52
46,50
47,51
47,52
48,51
48,52
49,51
49,52
50,51
50,52
51,53
52,53
<setup time between tasks by robots>
1 0 20 20 39 12 39 27 20 35 4 16 0 27 12 16 16 16 16 31 8 4 4 12 16 39 35 39 39 27 31 12 20 12 12 27 35 39 27 27 20 31 4 31 12 27 8 39 31 4 27 24 4 12
1 4 0 4 35 27 0 39 16 24 31 12 35 16 8 12 35 20 8 24 0 0 35 16 16 0 16 20 35 4 24 27 24 0 12 39 35 12 39 12 24 20 27 39 39 27 16 31 0 24 16 16 39 31
1 4 27 0 20 35 27 8 20 31 24 24 35 24 20 8 35 20 27 20 24 20 0 24 12 27 35 0 24 16 31 20 16 4 8 20 8 8 8 16 12 24 35 24 16 20 20 24 20 27 20 24 31 35
1 8 0 39 0 39 35 39 16 8 31 39 0 27 4 20 35 20 16 39 35 35 8 27 4 31 20 4 16 20 35 27 0 0 12 16 39 27 39 31 31 31 20 35 39 27 35 8 24 31 35 31 8 27
1 31 35 27 0 0 35 8 27 12 0 39 16 4 16 20 31 27 20 12 4 27 39 12 12 39 24 0 27 4 31 8 0 12 4 8 0 16 16 16 12 31 31 8 35 4 35 27 27 24 20 39 0 8
1 24 24 24 24 35 0 8 20 24 16 0 31 0 31 27 35 8 20 24 16 4 24 8 27 4 8 0 4 20 20 20 20 27 35 31 20 27 31 4 31 39 24 8 24 39 27 8 24 12 31 16 12 31
1 20 0 31 12 0 20 0 35 0 20 39 4 20 20 4 0 27 31 31 39 0 39 8 20 31 0 39 4 35 16 31 20 35 24 35 8 0 4 31 0 31 31 8 35 31 20 20 12 24 12 20 35 27
