<number of tasks>
53
<number of stations>
7
<type of the robots>
4
<limit of the robots>
1 2.12
2 3.19
3 3.54
4 9.42
<task times>
1 231 116 274 117
2 297 91 133 69
3 241 238 240 61
4 364 113 302 72
5 288 97 152 59
6 255 144 325 55
7 241 229 175 79
8 255 172 172 56
9 274 94 119 85
10 231 175 169 132
11 406 85 119 56
12 212 150 150 88
13 217 91 186 41
14 189 72 136 47
15 373 81 138 67
16 170 75 161 65
17 151 97 107 33
18 345 125 124 36
19 222 175 102 79
20 198 150 96 30
21 349 207 130 45
22 463 94 141 38
23 312 172 158 40
24 241 132 172 36
25 208 179 116 79
26 335 103 339 50
27 241 107 217 62
28 203 100 342 40
29 274 56 99 69
30 425 141 113 87
31 279 166 373 136
32 208 172 282 46
33 203 97 167 54
34 212 56 164 59
35 194 147 167 40
36 345 194 184 53
37 609 110 342 87
38 189 113 124 48
39 132 100 82 55
40 274 307 217 79
41 510 154 158 93
42 293 91 291 42
43 283 122 353 63
44 416 125 147 86
45 519 103 138 51
46 208 113 155 42
47 297 97 249 45
48 194 125 144 47
49 283 166 200 48
50 222 138 328 66
51 354 91 220 39
52 212 100 209 45
53 340 103 119 55
<precedence relations>
1,2
1,3
1,4
1,5
1,6
1,7
2,36
3,36
4,9
5,9
6,9
7,9
8,9
9,10
10,11
11,12
12,13
12,14
12,15
13,16
13,17
13,18
14,22
15,16
15,17
16,29
16,30
16,31
17,19
18,42
19,20
19,21
19,22
20,23
21,24
22,25
23,36
24,36
25,26
26,27
27,28
28,29
28,30
28,31
28,32
28,33
28,34
29,35
30,35
31,35
32,35
33,35
34,35
35,36
36,37
37,38
37,39
37,40
38,41
39,41
40,41
41,42
42,43
42,44
42,45
42,46
42,47
43,48
44,49
45,51
45,52
46,50
47,51
47,52
48,51
48,52
49,51
49,52
50,51
50,52
51,53
52,53
<setup time between tasks by robots>
1 0 19 24 28 0 5 28 19 14 24 0 5 14 24 9 5 0 19 24 9 24 24 24 28 5 14 0 24 5 14 0 24 0 28 9 0 24 0 5 24 24 14 0 5 9 19 0 28 5 14 19 9 5
1 5 0 24 14 19 24 24 5 9 9 0 19 28 0 28 0 14 19 14 28 28 5 9 5 19 14 14 24 24 0 9 5 0 5 19 9 24 19 14 19 28 28 9 5 28 0 28 24 0 28 28 9 0
1 24 14 0 9 19 24 19 19 24 28 5 14 5 9 14 19 24 24 5 24 14 28 28 14 24 24 5 0 24 5 9 14 5 9 9 28 19 24 0 9 19 0 19 28 19 14 9 0 24 28 5 5 19
1 24 28 0 0 9 28 9 24 9 14 24 5 14 28 19 9 9 9 28 9 5 24 19 5 0 14 9 28 0 14 5 9 24 9 5 19 24 19 24 28 28 24 5 0 0 19 24 28 24 14 5 19 14
1 5 9 0 19 0 28 0 19 28 14 14 24 5 9 9 14 5 19 28 9 28 9 9 19 28 14 9 28 24 24 24 19 24 9 5 24 14 0 9 14 14 5 14 19 5 28 5 0 9 24 24 28 28
1 14 19 14 9 28 0 0 5 24 19 28 0 24 24 24 24 9 19 5 9 9 14 0 9 5 24 19 14 28 0 24 24 24 9 14 9 24 9 28 9 24 0 24 19 5 28 0 14 5 9 28 28 28
1 14 9 0 0 14 24 0 5 24 28 14 28 14 5 9 19 5 5 9 5 0 9 28 5 28 0 19 24 14 28 28 14 0 5 5 5 24 9 19 28 28 0 19 5 19 19 14 0 9 19 9 5 19
