<number of tasks>
53
<number of stations>
10
<type of the robots>
10
<limit of the robots>
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
<task times>
1 70 113 61 35 83 55 63 40 44 58
2 53 72 54 35 36 48 132 33 73 47
3 50 72 77 97 80 58 57 56 37 37
4 37 60 44 31 37 51 90 30 31 32
5 37 36 45 35 41 91 39 66 65 27
6 38 97 35 63 25 64 48 75 53 66
7 61 67 92 40 45 100 115 44 37 42
8 58 37 38 51 38 42 79 51 26 41
9 46 58 82 32 38 45 64 47 41 58
10 44 63 104 51 53 83 147 44 37 65
11 101 84 61 54 70 95 68 79 53 97
12 46 118 98 46 34 130 50 35 50 47
13 53 72 78 49 29 43 39 25 50 40
14 115 59 98 90 67 120 64 88 59 58
15 58 73 77 33 29 82 44 37 44 29
16 62 123 58 62 38 77 97 50 69 47
17 59 51 49 50 31 65 43 34 29 37
18 73 45 33 33 38 53 75 43 56 50
19 46 75 60 87 32 53 75 60 38 34
20 62 93 40 28 25 91 60 32 46 42
21 49 75 104 105 41 102 88 42 55 65
22 77 99 122 100 34 74 100 71 47 41
23 49 59 113 75 42 62 74 79 54 95
24 70 35 33 27 36 34 64 30 49 30
25 36 43 47 71 39 46 42 48 26 35
26 56 62 70 63 43 131 92 98 37 43
27 54 62 55 86 92 66 82 64 39 45
28 29 52 83 28 42 44 72 26 27 38
29 63 54 65 35 35 47 73 90 34 31
30 49 34 76 22 20 34 49 27 35 24
31 74 92 54 53 60 54 62 39 47 61
32 53 68 63 49 69 65 144 50 63 67
33 40 45 46 47 58 53 91 39 29 35
34 54 43 50 60 39 80 48 77 69 38
35 51 78 75 59 47 76 138 46 53 40
36 62 44 83 26 53 90 69 76 37 32
37 66 43 73 29 50 42 89 76 39 39
38 37 45 94 45 24 56 93 28 27 68
39 89 93 78 42 47 65 68 63 39 49
40 38 49 51 37 38 37 55 26 45 24
41 71 111 69 34 58 134 88 81 30 41
42 48 95 45 75 45 72 65 53 45 27
43 61 52 50 39 70 58 69 48 55 56
44 40 76 36 71 43 39 58 31 54 34
45 81 71 83 48 27 53 80 27 54 32
46 116 139 101 62 48 156 85 76 47 91
47 55 111 86 47 36 71 54 50 38 40
48 94 53 70 72 32 100 47 77 38 48
49 78 112 102 107 78 133 63 47 68 62
50 37 40 102 61 36 116 66 70 40 38
51 64 61 56 37 36 55 70 46 34 69
52 85 112 122 38 74 65 53 54 36 69
53 48 45 100 47 24 71 64 47 41 25
<precedence relations>
1,2
1,3
1,4
1,5
1,6
1,7
2,36
3,36
4,9
5,9
6,9
7,9
8,9
9,10
10,11
11,12
12,13
12,14
12,15
13,16
13,17
13,18
14,22
15,16
15,17
16,29
16,30
16,31
17,19
18,42
19,20
19,21
19,22
20,23
21,24
22,25
23,36
24,36
25,26
26,27
27,28
28,29
28,30
28,31
28,32
28,33
28,34
29,35
30,35
31,35
32,35
33,35
34,35
35,36
36,37
37,38
37,39
37,40
38,41
39,41
40,41
41,42
42,43
42,44
42,45
42,46
42,47
43,48
44,49
45,51
45,52
46,50
47,51
47,52
48,51
48,52
49,51
49,52
50,51
50,52
51,53
52,53
<setup time between tasks by robots>
1 0 1 6 1 1 3 1 3 2 5 6 2 1 5 2 4 1 5 2 3 4 4 0 5 3 7 0 5 4 7 0 0 3 2 2 6 6 5 0 0 3 0 7 1 0 5 4 6 6 0 6 0 0
1 5 0 5 2 2 5 5 1 4 4 5 2 0 1 7 1 2 5 2 4 2 6 2 4 4 1 0 6 3 0 2 1 1 4 5 5 2 2 2 6 6 7 4 2 6 4 1 0 4 6 0 6 0
1 3 2 0 1 1 5 4 6 5 5 3 2 3 5 7 3 4 7 3 5 1 2 1 6 1 5 0 2 6 4 7 6 6 0 2 6 4 6 4 3 5 6 0 6 2 3 6 4 4 2 4 6 2
1 2 1 4 0 4 5 1 3 5 5 2 4 5 6 6 2 3 3 5 0 3 0 0 0 1 3 4 4 1 2 4 4 4 3 3 5 4 5 1 6 4 1 1 3 2 2 3 1 5 1 0 4 6
1 1 3 2 5 0 3 1 1 4 1 2 5 2 2 3 2 6 6 7 4 5 3 5 5 2 1 1 1 1 6 1 6 5 1 4 7 3 3 0 6 4 5 4 2 1 0 6 2 6 4 0 1 3
1 3 7 2 2 6 0 1 3 1 3 6 1 6 0 2 7 1 4 3 0 3 3 5 6 2 3 1 4 5 2 6 1 5 5 2 7 6 2 1 1 2 0 5 5 5 2 4 5 0 6 2 1 5
1 2 3 2 0 2 0 0 2 3 0 4 0 5 1 1 1 2 2 6 3 5 1 3 6 6 1 0 2 5 4 2 7 6 3 3 0 0 7 4 7 2 6 1 4 4 0 1 2 6 4 5 1 1
1 0 2 3 4 0 0 4 0 6 2 1 4 1 0 5 6 3 0 2 3 0 4 4 3 3 0 1 7 0 2 2 5 6 3 4 1 1 0 0 2 2 5 3 3 3 2 6 1 3 3 4 1 5
